CustomerID,TransactionDate,TransactionAmount,TransactionType
7734d6fc-831c-446e-9f66-ec3ba5e2b52f,2022-05-24,3599.42,Deposit
7734d6fc-831c-446e-9f66-ec3ba5e2b52f,2022-12-23,3111.62,Withdrawal
7734d6fc-831c-446e-9f66-ec3ba5e2b52f,2022-06-23,2093.7,Withdrawal
7734d6fc-831c-446e-9f66-ec3ba5e2b52f,2022-07-22,3069.91,Deposit
7734d6fc-831c-446e-9f66-ec3ba5e2b52f,2022-10-11,2790.32,Deposit
7734d6fc-831c-446e-9f66-ec3ba5e2b52f,2022-06-08,3289.85,Withdrawal
7734d6fc-831c-446e-9f66-ec3ba5e2b52f,2022-10-15,4990.51,Deposit
7734d6fc-831c-446e-9f66-ec3ba5e2b52f,2022-06-28,2730.59,Deposit
7734d6fc-831c-446e-9f66-ec3ba5e2b52f,2022-11-01,1345.36,Deposit
8d6de21a-831b-419e-9b77-8691949e85f6,2022-10-09,4947.44,Deposit
8d6de21a-831b-419e-9b77-8691949e85f6,2022-07-18,1683.57,Withdrawal
8d6de21a-831b-419e-9b77-8691949e85f6,2022-03-04,1243.73,Withdrawal
8d6de21a-831b-419e-9b77-8691949e85f6,2022-11-03,4984.38,Withdrawal
8d6de21a-831b-419e-9b77-8691949e85f6,2022-03-13,1492.26,Deposit
8d6de21a-831b-419e-9b77-8691949e85f6,2022-10-25,4322.9,Deposit
54a4080c-8fd7-48f7-8520-a148e8b535c3,2022-02-18,2514.04,Withdrawal
40119624-828c-4111-bc79-d1eaa8c8fca1,2022-05-27,1410.99,Withdrawal
40119624-828c-4111-bc79-d1eaa8c8fca1,2022-02-11,2852.37,Withdrawal
40119624-828c-4111-bc79-d1eaa8c8fca1,2022-12-04,862.5,Deposit
40119624-828c-4111-bc79-d1eaa8c8fca1,2022-11-11,1555.32,Withdrawal
40119624-828c-4111-bc79-d1eaa8c8fca1,2022-07-04,2085.53,Deposit
40119624-828c-4111-bc79-d1eaa8c8fca1,2022-05-04,2963.68,Deposit
40119624-828c-4111-bc79-d1eaa8c8fca1,2022-11-21,1753.26,Withdrawal
40119624-828c-4111-bc79-d1eaa8c8fca1,2022-08-15,3760.31,Withdrawal
40119624-828c-4111-bc79-d1eaa8c8fca1,2022-11-28,1916.49,Withdrawal
31945c5a-0ec1-4f4c-847f-b4c047d59781,2022-05-06,2518.99,Deposit
31945c5a-0ec1-4f4c-847f-b4c047d59781,2022-10-28,2851.64,Deposit
31945c5a-0ec1-4f4c-847f-b4c047d59781,2022-03-28,2446.81,Deposit
9688085f-c503-422d-9e74-f8dc106e24db,2022-05-20,4685.03,Withdrawal
9688085f-c503-422d-9e74-f8dc106e24db,2022-09-02,2657.07,Deposit
9688085f-c503-422d-9e74-f8dc106e24db,2022-12-18,4731.6,Withdrawal
9688085f-c503-422d-9e74-f8dc106e24db,2022-03-27,4963.49,Deposit
9688085f-c503-422d-9e74-f8dc106e24db,2022-11-03,4730.1,Withdrawal
9688085f-c503-422d-9e74-f8dc106e24db,2022-12-17,2354.55,Deposit
9688085f-c503-422d-9e74-f8dc106e24db,2022-12-19,2346.4,Withdrawal
9688085f-c503-422d-9e74-f8dc106e24db,2022-09-02,4188.82,Withdrawal
dd4d1d0f-6870-4eb5-9eab-a861b7aa5e08,2022-07-11,2941.3,Deposit
dd4d1d0f-6870-4eb5-9eab-a861b7aa5e08,2022-11-27,2472.54,Withdrawal
dd4d1d0f-6870-4eb5-9eab-a861b7aa5e08,2022-07-14,3253.62,Withdrawal
dd4d1d0f-6870-4eb5-9eab-a861b7aa5e08,2022-04-09,1839.66,Deposit
dd4d1d0f-6870-4eb5-9eab-a861b7aa5e08,2022-01-04,2677.17,Withdrawal
dd4d1d0f-6870-4eb5-9eab-a861b7aa5e08,2022-05-23,3326.9,Deposit
dd4d1d0f-6870-4eb5-9eab-a861b7aa5e08,2022-06-23,3952.66,Deposit
dd4d1d0f-6870-4eb5-9eab-a861b7aa5e08,2022-09-25,2180.68,Withdrawal
9b53a33b-e5a7-4693-9f2d-809957c2c6ce,2022-08-03,2717.29,Withdrawal
9b53a33b-e5a7-4693-9f2d-809957c2c6ce,2022-02-14,4859.9,Deposit
9b53a33b-e5a7-4693-9f2d-809957c2c6ce,2022-02-12,2384.51,Withdrawal
9b53a33b-e5a7-4693-9f2d-809957c2c6ce,2022-05-19,2925.1,Deposit
9b53a33b-e5a7-4693-9f2d-809957c2c6ce,2022-04-11,2355.73,Deposit
9b53a33b-e5a7-4693-9f2d-809957c2c6ce,2022-12-18,2955.76,Deposit
9b53a33b-e5a7-4693-9f2d-809957c2c6ce,2022-06-14,547.55,Deposit
9b53a33b-e5a7-4693-9f2d-809957c2c6ce,2022-04-05,1866.27,Deposit
9b53a33b-e5a7-4693-9f2d-809957c2c6ce,2022-04-08,2466.76,Deposit
9b53a33b-e5a7-4693-9f2d-809957c2c6ce,2022-01-12,4087.6,Deposit
3014494a-3854-46af-af9d-5d0ce4838ece,2022-06-02,1531.47,Deposit
3014494a-3854-46af-af9d-5d0ce4838ece,2022-12-13,4507.37,Deposit
c3df1eb2-48c1-4faf-838a-975479f4016f,2022-05-13,4548.18,Deposit
c3df1eb2-48c1-4faf-838a-975479f4016f,2022-08-18,4932.97,Deposit
c3df1eb2-48c1-4faf-838a-975479f4016f,2022-02-04,4408.68,Withdrawal
c3df1eb2-48c1-4faf-838a-975479f4016f,2022-12-04,4750.62,Withdrawal
cc5dde03-12f1-4938-9ad9-838977c97b63,2022-11-24,2298.13,Deposit
cc5dde03-12f1-4938-9ad9-838977c97b63,2022-08-02,3966.93,Withdrawal
cc5dde03-12f1-4938-9ad9-838977c97b63,2022-01-01,1127.0,Deposit
cc5dde03-12f1-4938-9ad9-838977c97b63,2022-06-24,1582.19,Deposit
84af941b-0936-457e-9175-26764656e989,2022-11-12,1993.67,Withdrawal
84af941b-0936-457e-9175-26764656e989,2022-11-27,676.71,Withdrawal
84af941b-0936-457e-9175-26764656e989,2022-08-18,965.63,Withdrawal
84af941b-0936-457e-9175-26764656e989,2022-06-18,2262.65,Withdrawal
84af941b-0936-457e-9175-26764656e989,2022-07-27,2082.1,Deposit
67801320-1423-48ba-8c0c-eb2b020188ac,2022-02-27,3913.63,Deposit
67801320-1423-48ba-8c0c-eb2b020188ac,2022-10-25,743.93,Withdrawal
67801320-1423-48ba-8c0c-eb2b020188ac,2022-07-01,1978.33,Deposit
67801320-1423-48ba-8c0c-eb2b020188ac,2022-05-15,4217.45,Withdrawal
94ceab29-097b-4cac-b611-3e5993fb15fb,2022-03-23,3020.64,Withdrawal
94ceab29-097b-4cac-b611-3e5993fb15fb,2022-07-10,4541.33,Deposit
07999fd6-8fe7-496e-a51c-92dffba0b35a,2022-05-16,2170.41,Withdrawal
07999fd6-8fe7-496e-a51c-92dffba0b35a,2022-09-11,3980.11,Withdrawal
07999fd6-8fe7-496e-a51c-92dffba0b35a,2022-08-15,1763.95,Deposit
07999fd6-8fe7-496e-a51c-92dffba0b35a,2022-06-22,4173.46,Withdrawal
07999fd6-8fe7-496e-a51c-92dffba0b35a,2022-11-27,4560.2,Withdrawal
07999fd6-8fe7-496e-a51c-92dffba0b35a,2022-02-10,3809.68,Deposit
07999fd6-8fe7-496e-a51c-92dffba0b35a,2022-02-15,2681.77,Withdrawal
07999fd6-8fe7-496e-a51c-92dffba0b35a,2022-02-21,1628.64,Withdrawal
07999fd6-8fe7-496e-a51c-92dffba0b35a,2022-10-13,4633.96,Withdrawal
afc467f9-e73b-4113-b0ef-9352d1617dcc,2022-06-18,3999.24,Deposit
afc467f9-e73b-4113-b0ef-9352d1617dcc,2022-09-11,4598.75,Deposit
afc467f9-e73b-4113-b0ef-9352d1617dcc,2022-12-20,3380.16,Deposit
afc467f9-e73b-4113-b0ef-9352d1617dcc,2022-10-22,1864.48,Deposit
afc467f9-e73b-4113-b0ef-9352d1617dcc,2022-10-05,1248.39,Withdrawal
afc467f9-e73b-4113-b0ef-9352d1617dcc,2022-10-19,1356.68,Deposit
afc467f9-e73b-4113-b0ef-9352d1617dcc,2022-04-09,3563.84,Deposit
afc467f9-e73b-4113-b0ef-9352d1617dcc,2022-10-19,2211.05,Withdrawal
afc467f9-e73b-4113-b0ef-9352d1617dcc,2022-01-05,4980.08,Deposit
afc467f9-e73b-4113-b0ef-9352d1617dcc,2022-09-15,4070.12,Deposit
0b59b27e-61fe-4aad-afcf-ffc68173397f,2022-02-06,1783.95,Deposit
0b59b27e-61fe-4aad-afcf-ffc68173397f,2022-03-10,1825.32,Deposit
0b59b27e-61fe-4aad-afcf-ffc68173397f,2022-05-17,3599.74,Deposit
0b59b27e-61fe-4aad-afcf-ffc68173397f,2022-07-26,2601.31,Deposit
0b59b27e-61fe-4aad-afcf-ffc68173397f,2022-02-15,840.8,Withdrawal
0b59b27e-61fe-4aad-afcf-ffc68173397f,2022-10-28,2904.6,Withdrawal
7f229bc5-c752-45eb-b86f-74b0f675527f,2022-07-06,1540.74,Deposit
7f229bc5-c752-45eb-b86f-74b0f675527f,2022-12-14,2408.06,Deposit
7f229bc5-c752-45eb-b86f-74b0f675527f,2022-09-02,1046.01,Deposit
7f229bc5-c752-45eb-b86f-74b0f675527f,2022-08-20,2981.83,Withdrawal
7f229bc5-c752-45eb-b86f-74b0f675527f,2022-12-13,1292.77,Deposit
7f229bc5-c752-45eb-b86f-74b0f675527f,2022-12-10,723.47,Deposit
7f229bc5-c752-45eb-b86f-74b0f675527f,2022-05-01,4463.76,Deposit
7f229bc5-c752-45eb-b86f-74b0f675527f,2022-09-08,2023.48,Deposit
7fc908e0-9dc3-4886-b1b6-9c642d94506b,2022-08-16,3908.69,Withdrawal
7fc908e0-9dc3-4886-b1b6-9c642d94506b,2022-03-03,4104.41,Withdrawal
7fc908e0-9dc3-4886-b1b6-9c642d94506b,2022-05-02,1336.43,Withdrawal
7fc908e0-9dc3-4886-b1b6-9c642d94506b,2022-09-11,3152.94,Deposit
7fc908e0-9dc3-4886-b1b6-9c642d94506b,2022-05-17,4215.71,Deposit
b75c8315-1401-46ff-ac52-d1c733c16562,2022-09-03,1159.57,Withdrawal
b75c8315-1401-46ff-ac52-d1c733c16562,2022-05-22,974.58,Deposit
b75c8315-1401-46ff-ac52-d1c733c16562,2022-06-02,4228.35,Withdrawal
b75c8315-1401-46ff-ac52-d1c733c16562,2022-01-14,4445.95,Deposit
9847b58b-570a-4ec3-8604-a6073fd40252,2022-10-07,1914.23,Deposit
9847b58b-570a-4ec3-8604-a6073fd40252,2022-07-13,3940.77,Withdrawal
9847b58b-570a-4ec3-8604-a6073fd40252,2022-12-05,4140.49,Deposit
9847b58b-570a-4ec3-8604-a6073fd40252,2022-12-17,3411.16,Withdrawal
9847b58b-570a-4ec3-8604-a6073fd40252,2022-10-19,1140.54,Withdrawal
9847b58b-570a-4ec3-8604-a6073fd40252,2022-01-25,4332.88,Withdrawal
9847b58b-570a-4ec3-8604-a6073fd40252,2022-12-15,564.32,Deposit
6f947e2c-0a3f-44e9-8bba-a9654024761c,2022-10-02,4549.84,Deposit
6f947e2c-0a3f-44e9-8bba-a9654024761c,2022-03-06,4919.35,Withdrawal
6f947e2c-0a3f-44e9-8bba-a9654024761c,2022-04-03,3838.68,Deposit
44830aef-0ff7-4586-94a7-bf6378392cce,2022-07-05,2610.31,Withdrawal
44830aef-0ff7-4586-94a7-bf6378392cce,2022-08-20,3807.08,Deposit
44830aef-0ff7-4586-94a7-bf6378392cce,2022-12-27,1272.29,Deposit
44830aef-0ff7-4586-94a7-bf6378392cce,2022-12-04,1444.69,Withdrawal
44830aef-0ff7-4586-94a7-bf6378392cce,2022-04-18,1132.86,Deposit
44830aef-0ff7-4586-94a7-bf6378392cce,2022-08-15,4447.15,Withdrawal
44830aef-0ff7-4586-94a7-bf6378392cce,2022-10-10,2031.63,Deposit
44830aef-0ff7-4586-94a7-bf6378392cce,2022-02-12,4144.72,Withdrawal
4f4183a0-9d7d-48e0-947f-85dec3d22586,2022-03-26,3893.22,Deposit
4f4183a0-9d7d-48e0-947f-85dec3d22586,2022-02-17,3775.34,Withdrawal
4f4183a0-9d7d-48e0-947f-85dec3d22586,2022-04-14,2107.5,Deposit
d6079d18-19dd-4067-a262-16da60b76929,2022-01-09,2109.36,Deposit
d6079d18-19dd-4067-a262-16da60b76929,2022-06-11,2782.52,Withdrawal
d6079d18-19dd-4067-a262-16da60b76929,2022-02-02,3352.43,Withdrawal
d6079d18-19dd-4067-a262-16da60b76929,2022-03-04,4406.14,Deposit
97150c69-c2bc-4d2b-8cc5-35252cb63c4b,2022-03-11,4207.14,Deposit
97150c69-c2bc-4d2b-8cc5-35252cb63c4b,2022-12-01,2001.94,Withdrawal
97150c69-c2bc-4d2b-8cc5-35252cb63c4b,2022-07-25,1754.9,Withdrawal
97150c69-c2bc-4d2b-8cc5-35252cb63c4b,2022-02-05,2975.28,Withdrawal
97150c69-c2bc-4d2b-8cc5-35252cb63c4b,2022-06-04,1705.95,Withdrawal
97150c69-c2bc-4d2b-8cc5-35252cb63c4b,2022-06-16,1823.4,Withdrawal
ec6d2c0f-f180-42b5-86a2-6ae29c227a50,2022-11-13,4774.67,Deposit
ec6d2c0f-f180-42b5-86a2-6ae29c227a50,2022-08-28,2991.79,Deposit
ec6d2c0f-f180-42b5-86a2-6ae29c227a50,2022-06-03,3328.36,Deposit
ec6d2c0f-f180-42b5-86a2-6ae29c227a50,2022-09-13,3064.63,Deposit
ec6d2c0f-f180-42b5-86a2-6ae29c227a50,2022-09-12,2344.83,Withdrawal
ebf07b5f-aa46-4b77-9e3f-fd23ff21dce2,2022-08-16,3347.68,Withdrawal
ebf07b5f-aa46-4b77-9e3f-fd23ff21dce2,2022-10-03,3666.72,Withdrawal
7478e73e-d348-4b4b-8e4b-733ef17219e0,2022-02-06,2478.0,Deposit
7478e73e-d348-4b4b-8e4b-733ef17219e0,2022-12-24,2025.65,Deposit
7478e73e-d348-4b4b-8e4b-733ef17219e0,2022-06-28,1695.69,Withdrawal
7478e73e-d348-4b4b-8e4b-733ef17219e0,2022-07-08,4138.92,Withdrawal
7478e73e-d348-4b4b-8e4b-733ef17219e0,2022-04-02,4943.97,Deposit
6d6e5e47-3d47-49a1-ba14-ec22d3475972,2022-10-13,4709.47,Deposit
6d6e5e47-3d47-49a1-ba14-ec22d3475972,2022-08-27,1118.82,Deposit
6d6e5e47-3d47-49a1-ba14-ec22d3475972,2022-08-16,2215.57,Deposit
6d6e5e47-3d47-49a1-ba14-ec22d3475972,2022-06-21,791.14,Deposit
6d6e5e47-3d47-49a1-ba14-ec22d3475972,2022-02-07,2969.42,Deposit
6d6e5e47-3d47-49a1-ba14-ec22d3475972,2022-02-06,3414.45,Deposit
6d6e5e47-3d47-49a1-ba14-ec22d3475972,2022-07-09,3835.56,Withdrawal
a5392d3f-5685-4b05-b8fb-59c9bd437fa1,2022-01-06,3456.17,Withdrawal
a5392d3f-5685-4b05-b8fb-59c9bd437fa1,2022-07-12,3647.44,Withdrawal
a5392d3f-5685-4b05-b8fb-59c9bd437fa1,2022-05-23,3066.13,Withdrawal
c63ce761-6633-456c-ab9c-e20e5b18f7d1,2022-06-19,1240.17,Withdrawal
c63ce761-6633-456c-ab9c-e20e5b18f7d1,2022-11-05,1931.56,Withdrawal
651c09df-d661-41a3-98e6-22acf25139ed,2022-05-24,3204.44,Deposit
651c09df-d661-41a3-98e6-22acf25139ed,2022-10-07,3931.34,Withdrawal
651c09df-d661-41a3-98e6-22acf25139ed,2022-11-15,3773.28,Withdrawal
6b13c889-2131-4c2b-bd2c-88ee036b542a,2022-02-20,4765.11,Withdrawal
6b13c889-2131-4c2b-bd2c-88ee036b542a,2022-08-07,4211.81,Deposit
6b13c889-2131-4c2b-bd2c-88ee036b542a,2022-09-07,1551.1,Deposit
0bc14bcf-5ba1-4bda-b792-3978487623ee,2022-07-19,2223.01,Deposit
0bc14bcf-5ba1-4bda-b792-3978487623ee,2022-09-04,1285.47,Withdrawal
0bc14bcf-5ba1-4bda-b792-3978487623ee,2022-06-02,2359.49,Withdrawal
0bc14bcf-5ba1-4bda-b792-3978487623ee,2022-10-13,2953.82,Withdrawal
0bc14bcf-5ba1-4bda-b792-3978487623ee,2022-02-14,1154.09,Withdrawal
d978579c-a2ca-4245-8e7d-d9039af7a638,2022-03-21,3308.6,Deposit
c9116397-b783-4a9d-b1a4-01dd2172f0ec,2022-11-05,2872.56,Withdrawal
57ca8f09-9911-42be-86bc-c3b43ba687de,2022-12-23,3166.57,Deposit
57ca8f09-9911-42be-86bc-c3b43ba687de,2022-01-15,3972.69,Withdrawal
57ca8f09-9911-42be-86bc-c3b43ba687de,2022-02-24,2200.36,Withdrawal
57ca8f09-9911-42be-86bc-c3b43ba687de,2022-02-28,3191.53,Withdrawal
57ca8f09-9911-42be-86bc-c3b43ba687de,2022-06-06,3932.9,Deposit
57ca8f09-9911-42be-86bc-c3b43ba687de,2022-03-18,625.47,Deposit
57ca8f09-9911-42be-86bc-c3b43ba687de,2022-03-07,2789.1,Withdrawal
57ca8f09-9911-42be-86bc-c3b43ba687de,2022-10-21,1694.16,Deposit
57ca8f09-9911-42be-86bc-c3b43ba687de,2022-01-28,1148.91,Deposit
58d65197-fece-4c37-9271-4e88c781d338,2022-12-07,2918.41,Withdrawal
58d65197-fece-4c37-9271-4e88c781d338,2022-08-23,4304.55,Withdrawal
58d65197-fece-4c37-9271-4e88c781d338,2022-07-01,3312.27,Deposit
58d65197-fece-4c37-9271-4e88c781d338,2022-02-26,3511.36,Deposit
5c1a70f9-401c-4679-b561-bffe9f3040f1,2022-08-08,3961.1,Withdrawal
5c1a70f9-401c-4679-b561-bffe9f3040f1,2022-11-04,1100.18,Withdrawal
5c1a70f9-401c-4679-b561-bffe9f3040f1,2022-08-20,3134.22,Deposit
5c1a70f9-401c-4679-b561-bffe9f3040f1,2022-08-10,848.86,Deposit
5c1a70f9-401c-4679-b561-bffe9f3040f1,2022-12-04,4701.54,Withdrawal
5c1a70f9-401c-4679-b561-bffe9f3040f1,2022-03-26,1785.53,Withdrawal
5c1a70f9-401c-4679-b561-bffe9f3040f1,2022-06-11,4362.3,Deposit
5c1a70f9-401c-4679-b561-bffe9f3040f1,2022-08-11,826.3,Deposit
